Latitude;Longitude;Data;CPF;CNPJ;nome_cliente;regiao;estado;produto;quantidade;estoque_atual;valor_unitario;lucro_total
-17,062658;-44,441037;24/11/2024;;82104429000193;Inovacao Digital SA;Sudeste;Sao Paulo;Notebook Dell Inspiron;9;37;3059,06;11372,44
-14,27283;-42,992935;16/04/2025;;60121661000105;Comercio Eletronico Brasil;Sudeste;Rio de Janeiro;Notebook Dell Inspiron;3;34;3465,92;4911,95
-22,595805;-49,407244;05/10/2025;01435989295;;Apollo Cunha;Sul;Parana;Smart TV LG;9;121;1960,35;8580,32
-16,671625;-49,117469;23/09/2024;82834802270;;Davi Lucca Marques;Centro-Oeste;Mato Grosso;Tablet Apple iPad;7;70;3937,83;10314,19
-16,111337;-40,476908;16/03/2024;;32077142000143;Distribuidora Nacional;Sudeste;Espirito Santo;Smart TV LG;7;114;2484,34;7619,78
2,474392;-54,322585;14/05/2025;;47409949000103;Comercio Eletronico Brasil;Norte;Roraima;Smartphone Samsung Galaxy;3;213;1217,8;1132,37
-20,372056;-60,0897;26/08/2024;;44747776000145;Suprimentos Tecnicos LTDA;Centro-Oeste;Distrito Federal;Smart TV LG;5;109;2405,32;5970,22
4,139646;-71,998386;13/05/2025;80711700540;;Maria Flor Vargas;Norte;Acre;Tablet Apple iPad;4;66;3370,72;5300,57
2,024461;-56,929101;01/08/2024;27940290967;;Ravi Lucca Lima;Norte;Rondonia;Tablet Apple iPad;9;57;3266,63;14289,61
-13,650308;-53,358256;24/09/2025;96232998693;;Leticia Jesus;Centro-Oeste;Distrito Federal;Impressora HP;1;73;514,24;212,38
-23,558626;-48,699039;20/05/2024;;54946550000127;Distribuidora Nacional;Centro-Oeste;Goias;Smartphone Samsung Galaxy;2;211;1808,94;1409,29
-15,771895;-60,13142;18/02/2025;61844040321;;Henrique Mendes;Centro-Oeste;Goias;Impressora HP;1;72;631,4;222,81
-29,012649;-52,197865;04/09/2025;48112852120;;Manuela da Paz;Sul;Santa Catarina;Smartphone Samsung Galaxy;8;203;1696,83;4365,99
0,754202;-61,714518;27/05/2024;96694365918;;Levi Souza;Norte;Tocantins;Tablet Apple iPad;5;52;3422,52;7688,35
-11,093064;-59,148946;22/03/2025;;94874915000170;Suprimentos Tecnicos LTDA;Centro-Oeste;Mato Grosso;Smartphone Samsung Galaxy;8;195;2224,63;8503,89
-12,034872;-57,769756;11/12/2024;;55854609000110;Varejo Digital LTDA;Centro-Oeste;Mato Grosso;Impressora HP;2;70;886,59;821,0
-9,396877;-46,339864;01/03/2025;70577365762;;Luara Souza;Nordeste;Rio Grande do Norte;Impressora HP;1;69;834,71;281,24
-7,578994;-38,067368;21/11/2024;;06895179000179;Suprimentos Tecnicos LTDA;Nordeste;Maranhao;Smartphone Samsung Galaxy;1;194;1276,04;610,47
-15,830356;-46,144129;19/07/2024;72916454330;;Bryan Pacheco;Nordeste;Paraiba;Tablet Apple iPad;6;46;3757,62;10104,21
-28,846789;-48,432695;28/05/2024;01304732274;;Dom Pacheco;Sul;Santa Catarina;Notebook Dell Inspiron;2;32;3323,36;2561,1
-15,631497;-48,936979;02/09/2024;;99845230000119;Comercio Eletronico Brasil;Sudeste;Rio de Janeiro;Impressora HP;1;68;707,03;318,46
-3,185886;-58,848743;26/04/2025;;89443318000150;Suprimentos Tecnicos LTDA;Norte;Para;Notebook Dell Inspiron;4;28;3265,21;5400,1
-24,389103;-39,579676;27/02/2024;;80690873000102;Importadora Tecnologia;Sudeste;Minas Gerais;Smartphone Samsung Galaxy;7;187;1525,26;4291,41
-6,806133;-36,027909;25/04/2024;56200557799;;Srta. Heloisa Rios;Nordeste;Rio Grande do Norte;Smart TV LG;7;102;2192,02;7263,27
-24,603433;-41,495592;20/08/2024;;73114571000120;Varejo Digital LTDA;Sudeste;Sao Paulo;Notebook Dell Inspiron;4;24;3306,37;5341,26
-1,58737;-35,968298;21/06/2025;31866624270;;Joana da Paz;Nordeste;Rio Grande do Norte;Notebook Dell Inspiron;7;17;2948,41;9121,87
-27,519764;-51,824411;19/12/2025;;85316553000100;Comercio Internacional SA;Sul;Parana;Notebook Dell Inspiron;9;8;3272,44;10557,94
-3,169958;-60,593167;15/01/2025;;66422742000113;Varejo Digital LTDA;Norte;Acre;Tablet Apple iPad;4;42;3512,38;5925,93
-21,720231;-59,395173;26/11/2025;;97028662000101;Comercio Eletronico Brasil;Centro-Oeste;Mato Grosso;Smartphone Samsung Galaxy;1;186;1841,52;764,74
-24,421341;-53,842098;30/06/2025;19837782145;;Anna Liz Pimenta;Sul;Parana;Impressora HP;3;65;494,26;655,37
-17,405594;-46,182514;26/10/2024;;15555107000173;Distribuidora Nacional;Centro-Oeste;Mato Grosso do Sul;Smartphone Samsung Galaxy;2;184;1412,93;1191,52
-22,852388;-48,452756;08/11/2025;;50820173000124;Inovacao Digital SA;Sudeste;Rio de Janeiro;Smartphone Samsung Galaxy;5;179;1283,33;2734,59
4,011892;-67,884744;19/06/2025;37332033305;;Liz Montenegro;Norte;Tocantins;Smart TV LG;9;93;2455,31;10552,45
-14,661523;-40,907429;28/09/2024;12825137880;;Sr. Felipe Mendes;Sudeste;Espirito Santo;Notebook Dell Inspiron;6;2;3147,57;9288,17
-0,331109;-69,362489;21/04/2025;62092301802;;Lucas Gabriel Albuquerque;Norte;Rondonia;Notebook Dell Inspiron;1;1;3476,34;1101,92
4,028524;-54,269533;26/03/2024;27858643797;;Benjamin Fernandes;Norte;Amapa;Smartphone Samsung Galaxy;5;174;1749,06;2943,01
4,833968;-72,347082;08/08/2024;84026501043;;Hellena Silva;Norte;Amapa;Smartphone Samsung Galaxy;8;166;2308,18;6162,52
-20,875162;-47,935385;27/12/2025;64702540637;;Evelyn Nogueira;Centro-Oeste;Mato Grosso;Smart TV LG;1;92;2928,38;1435,83
-1,817737;-61,285952;12/01/2024;66179019088;;Isaque Dias;Norte;Tocantins;Smartphone Samsung Galaxy;8;158;2068,9;8255,86
1,222395;-55,444197;12/06/2025;01481868900;;Benjamim da Rosa;Norte;Tocantins;Smart TV LG;7;85;2487,81;6093,56
-23,296738;-48,059747;19/07/2025;88194810906;;Vitor das Neves;Sul;Santa Catarina;Smartphone Samsung Galaxy;10;148;2441,42;7348,94
-16,001157;-49,43704;22/10/2025;;58117715000109;Comercio Eletronico Brasil;Sudeste;Sao Paulo;Impressora HP;6;59;498,47;1144,08
-20,780443;-40,489645;28/03/2025;;01091042000148;Comercio Internacional SA;Sudeste;Sao Paulo;Smartphone Samsung Galaxy;10;138;2177,47;7853,08
-30,298238;-53,557001;20/04/2024;83423042729;;Miguel Barros;Sul;Parana;Smartphone Samsung Galaxy;10;128;1650,85;7549,53
-3,904597;-38,894171;08/04/2024;18079373132;;Otavio da Rocha;Nordeste;Piaui;Notebook Dell Inspiron;1;0;3272,16;1175,45
-21,453304;-45,297344;28/05/2025;36809867503;;Arthur Santos;Sudeste;Sao Paulo;Impressora HP;2;57;554,54;374,05
-26,720193;-53,537881;10/04/2024;29612911606;;Fernando Teixeira;Sul;Rio Grande do Sul;Impressora HP;5;52;581,57;1351,97
1,656903;-54,284544;29/09/2025;;10339293000190;Tech Solutions LTDA;Norte;Tocantins;Smart TV LG;9;76;1908,51;6287,41
-23,263525;-55,48542;15/06/2025;;62214542000114;Comercio Eletronico Brasil;Sul;Parana;Smartphone Samsung Galaxy;1;127;1624,48;709,31
-1,271885;-56,527247;27/10/2025;;83248647000164;Atacadista Informatica;Norte;Para;Impressora HP;10;42;484,95;1662,58
-0,063936;-72,744083;31/03/2025;;07628659000136;Atacadista Informatica;Norte;Tocantins;Tablet Apple iPad;6;36;2725,83;5650,99
-19,389884;-59,588774;01/01/2024;;93795281000105;Distribuidora Nacional;Centro-Oeste;Mato Grosso;Smart TV LG;5;71;2384,43;4585,14
-20,469425;-48,602836;28/07/2024;;45838135000169;Importadora Tecnologia;Centro-Oeste;Distrito Federal;Tablet Apple iPad;6;30;2699,73;5105,47
-21,864106;-59,235;01/02/2025;72212755562;;Benicio da Conceicao;Centro-Oeste;Distrito Federal;Smart TV LG;3;68;2336,27;3472,08
-8,500919;-57,523619;21/05/2025;;04344535000130;Inovacao Digital SA;Centro-Oeste;Mato Grosso do Sul;Tablet Apple iPad;2;28;3850,0;3112,05
-16,941298;-46,200254;04/03/2025;;36385223000161;Suprimentos Tecnicos LTDA;Sudeste;Espirito Santo;Notebook Dell Inspiron;5;195;3312,25;7111,9
-3,415396;-65,153594;28/10/2025;;73953488000145;Comercio Internacional SA;Norte;Rondonia;Smart TV LG;7;61;2536,48;5899,77
-23,379027;-51,548303;18/12/2025;;56467316000142;Industria Eletronica Brasil;Sul;Rio Grande do Sul;Smartphone Samsung Galaxy;6;121;2229,0;6397,65
-24,137738;-47,948028;02/08/2025;;23014320000104;Tech Solutions LTDA;Sudeste;Rio de Janeiro;Impressora HP;6;36;873,66;2162,4
-19,93238;-50,736246;22/10/2025;25740095840;;Sofia Porto;Sudeste;Espirito Santo;Smartphone Samsung Galaxy;1;120;2363,41;853,33
-8,232582;-39,557515;04/09/2024;93760692850;;Augusto Dias;Nordeste;Maranhao;Tablet Apple iPad;6;22;2510,92;7383,17
3,094974;-62,009627;20/03/2024;94591661644;;Joao Gabriel Cirino;Norte;Amazonas;Tablet Apple iPad;7;15;3570,12;12187,7
-10,744891;-41,093321;15/03/2024;20570843103;;Emilly Aparecida;Nordeste;Piaui;Smart TV LG;10;51;1995,2;6961,9
-17,825;-46,453635;28/12/2025;;51151349000165;Atacadista Informatica;Nordeste;Bahia;Impressora HP;8;28;712,75;2181,87
-1,647075;-35,26853;06/07/2025;78937928507;;Valentim Novais;Nordeste;Sergipe;Impressora HP;10;18;875,64;3107,78
-31,465652;-50,440678;03/10/2025;;59170938000100;Atacadista Informatica;Sul;Rio Grande do Sul;Impressora HP;4;14;599,78;762,88
-15,03594;-41,150123;21/01/2025;58133120640;;Ian Costa;Sudeste;Espirito Santo;Impressora HP;2;12;872,69;600,96
-19,874223;-51,778012;21/03/2025;;71714945000113;Importadora Tecnologia;Centro-Oeste;Goias;Smart TV LG;4;47;2727,78;4251,0
-4,131902;-63,886415;13/05/2025;64848970423;;Caroline Carvalho;Norte;Para;Smartphone Samsung Galaxy;4;116;1318,09;2432,09
-18,348917;-56,464441;08/09/2024;;01133057000121;Comercio Eletronico Brasil;Centro-Oeste;Mato Grosso;Smart TV LG;5;42;2284,9;5457,93
-15,056854;-45,643152;17/04/2024;05582814868;;Dra. Ana Nunes;Sudeste;Rio de Janeiro;Smartphone Samsung Galaxy;8;108;2424,42;8999,66
-11,611717;-52,588958;14/08/2024;80444207112;;Levi Mendonca;Centro-Oeste;Mato Grosso do Sul;Impressora HP;5;7;498,36;773,33
-14,04954;-48,557397;02/01/2025;40618997750;;Maria Liz Vasconcelos;Sudeste;Espirito Santo;Tablet Apple iPad;10;5;3002,38;9665,09
-26,509826;-49,000213;13/10/2025;62993225430;;Dra. Caroline Rocha;Sul;Santa Catarina;Impressora HP;6;1;611,9;1518,11
-4,991334;-64,783902;12/04/2024;04821141345;;Luiz Henrique Carvalho;Norte;Amapa;Notebook Dell Inspiron;8;187;3168,1;10148,11
-15,786457;-40,371698;28/07/2025;67254714206;;Sophia Sousa;Sudeste;Rio de Janeiro;Tablet Apple iPad;3;2;3768,0;3649,29
-24,044405;-48,055938;12/10/2025;65020594300;;Dra. Olivia Mendes;Sudeste;Espirito Santo;Impressora HP;1;0;497,41;220,0
-33,911791;-53,408661;06/03/2025;53492365981;;Mariane Pacheco;Sul;Parana;Smartphone Samsung Galaxy;10;98;1353,9;5871,25
-11,114474;-55,478337;07/10/2024;;83346327000147;Importadora Tecnologia;Centro-Oeste;Mato Grosso;Notebook Dell Inspiron;4;183;2927,18;5566,91
-2,799721;-45,188203;25/09/2025;95888832618;;Davi Miguel Viana;Nordeste;Rio Grande do Norte;Smart TV LG;10;32;2245,64;6994,72
-17,498958;-47,168467;21/01/2025;74083562234;;Marcos Vinicius Macedo;Sudeste;Rio de Janeiro;Smart TV LG;7;25;2788,48;7776,37
-26,951568;-50,845493;16/02/2025;96496592772;;Dra. Natalia Jesus;Sul;Parana;Smart TV LG;3;22;2099,59;3117,51
-1,581554;-72,584232;29/04/2025;;14113452000194;Importadora Tecnologia;Norte;Para;Notebook Dell Inspiron;1;182;3252,38;1051,81
-17,855431;-46,676662;08/10/2025;00363240861;;Eloah Barros;Sudeste;Rio de Janeiro;Impressora HP;9;142;583,56;1907,85
-15,148468;-55,786137;03/01/2025;87468364036;;Cecilia Nunes;Centro-Oeste;Mato Grosso do Sul;Smart TV LG;5;17;2640,39;5771,36
4,308229;-63,10443;23/08/2024;40582480337;;Daniela Abreu;Norte;Tocantins;Smartphone Samsung Galaxy;5;93;1670,89;2618,49
-3,580496;-65,666063;05/04/2025;;25290841000101;Suprimentos Tecnicos LTDA;Norte;Acre;Smartphone Samsung Galaxy;6;87;1490,94;4244,85
-0,056053;-60,796239;01/09/2024;;68287715000100;Suprimentos Tecnicos LTDA;Norte;Para;Notebook Dell Inspiron;9;173;3279,73;8861,78
-31,459456;-57,48331;09/04/2025;;16003925000126;Suprimentos Tecnicos LTDA;Sul;Santa Catarina;Smart TV LG;1;16;2964,46;894,08
-18,145695;-55,002492;25/09/2024;70567710254;;Dr. Ravi Lucca Novais;Centro-Oeste;Mato Grosso;Tablet Apple iPad;1;1;2894,16;1251,44
-32,911889;-53,074019;13/09/2025;;53169777000140;Comercio Eletronico Brasil;Sul;Parana;Smart TV LG;1;15;2524,55;1080,28
-31,677699;-57,629458;29/02/2024;;01334763000131;Varejo Digital LTDA;Sul;Rio Grande do Sul;Impressora HP;10;132;573,4;2313,27
-24,197305;-52,319591;17/05/2024;;90935303000199;Comercio Eletronico Brasil;Sul;Santa Catarina;Impressora HP;10;122;491,34;1594,01
-12,845267;-38,726693;10/03/2024;;40399911000158;Importadora Tecnologia;Nordeste;Sergipe;Smartphone Samsung Galaxy;7;80;1609,11;5199,09
-15,42761;-57,392702;12/12/2025;13827000408;;Kamilly da Costa;Centro-Oeste;Mato Grosso;Smart TV LG;6;9;2790,22;8364,43
-22,476288;-49,31576;21/08/2025;54508918301;;Maria Helena Borges;Sul;Santa Catarina;Smart TV LG;3;6;2092,07;2046,06
-30,303245;-48,286212;07/09/2025;;81227795000177;Importadora Tecnologia;Sul;Parana;Impressora HP;6;116;625,1;1213,23
-11,066409;-57,824918;22/03/2024;74767270960;;Sr. Luiz Henrique Camargo;Centro-Oeste;Distrito Federal;Notebook Dell Inspiron;6;167;3152,3;7006,1
-15,75344;-39,922295;25/06/2024;71595144919;;Jose Pedro Almeida;Sudeste;Rio de Janeiro;Smartphone Samsung Galaxy;9;71;2036,8;7798,29
-12,970899;-60,368894;06/09/2025;;82689349000147;Comercio Internacional SA;Centro-Oeste;Mato Grosso do Sul;Tablet Apple iPad;1;0;2913,48;1164,29
-17,578423;-54,509968;05/06/2024;;07959409000189;Importadora Tecnologia;Centro-Oeste;Mato Grosso do Sul;Tablet Apple iPad;8;92;3661,15;12234,62
-16,518381;-59,823943;05/11/2025;;52535822000170;Importadora Tecnologia;Centro-Oeste;Goias;Impressora HP;4;112;503,85;952,79
-28,641814;-48,086921;07/05/2024;;34938631000178;Atacadista Informatica;Sul;Parana;Smart TV LG;4;2;2187,02;3123,21
-29,808024;-51,291769;12/04/2024;38247658615;;Davi Miguel Barbosa;Sul;Rio Grande do Sul;Smart TV LG;2;0;2940,64;2818,93
-3,157454;-64,632808;11/04/2025;47894143022;;Dr. Luiz Fernando Oliveira;Norte;Para;Impressora HP;1;111;590,85;235,06
4,292255;-59,579135;29/10/2025;;70676346000190;Varejo Digital LTDA;Norte;Rondonia;Impressora HP;4;107;624,65;1048,61
-23,696062;-45,041306;20/11/2025;39931473088;;Alana Caldeira;Sudeste;Sao Paulo;Smart TV LG;4;44;2966,64;3858,31
-0,285137;-54,981405;11/03/2025;17640671779;;Dra. Heloisa Leao;Norte;Para;Smartphone Samsung Galaxy;2;69;1685,8;1351,49
-27,061406;-52,773472;14/11/2025;56015047259;;Davi Lucca Guerra;Sul;Parana;Impressora HP;10;97;865,49;3806,96
-9,187404;-56,965372;21/11/2024;06046761310;;Mirella Pacheco;Centro-Oeste;Mato Grosso;Impressora HP;10;87;583,45;2602,83
-24,32067;-49,184157;04/07/2025;;84183978000126;Atacadista Informatica;Sul;Rio Grande do Sul;Smartphone Samsung Galaxy;6;63;1664,52;3697,16
-21,261508;-52,866831;28/02/2025;97759925590;;Luan Nunes;Centro-Oeste;Mato Grosso do Sul;Impressora HP;1;86;475,54;219,74
-0,23989;-58,305334;30/07/2024;;88892142000151;Importadora Tecnologia;Norte;Amapa;Impressora HP;10;76;733,9;3320,79
-12,139579;-41,640843;18/01/2025;;76120820000189;Varejo Digital LTDA;Nordeste;Ceara;Smartphone Samsung Galaxy;9;54;1284,56;4058,95
-18,321496;-46,274499;29/08/2025;;31283975000106;Comercio Eletronico Brasil;Centro-Oeste;Goias;Notebook Dell Inspiron;9;158;2882,16;9429,32
-12,93115;-36,953754;02/09/2025;58493673650;;Mateus Albuquerque;Nordeste;Ceara;Notebook Dell Inspiron;6;152;2897,97;8654,21
-4,886224;-66,698921;29/06/2025;;36128964000167;Suprimentos Tecnicos LTDA;Norte;Amapa;Notebook Dell Inspiron;8;144;2848,82;9706,53
-15,748304;-47,631765;06/12/2024;;62713176000148;Importadora Tecnologia;Nordeste;Ceara;Notebook Dell Inspiron;2;142;3167,71;2976,79
-15,112928;-44,59664;19/01/2025;14567943880;;Joao Guilherme da Rocha;Sudeste;Rio de Janeiro;Notebook Dell Inspiron;5;137;3058,35;7293,87
-9,613517;-59,336929;12/09/2025;95418625357;;Lais Goncalves;Centro-Oeste;Mato Grosso;Smart TV LG;7;37;1904,16;5446,54
-9,520675;-38,296677;25/04/2025;;66100774000100;Comercio Eletronico Brasil;Nordeste;Piaui;Tablet Apple iPad;1;91;2654,04;994,51
-4,691377;-39,991336;19/03/2024;12411701268;;Bryan Sousa;Nordeste;Paraiba;Impressora HP;7;69;702,5;1491,72
-31,742746;-52,327652;21/05/2025;40685549194;;Dra. Maya Vargas;Sul;Santa Catarina;Tablet Apple iPad;1;90;3378,94;1155,97
-28,307253;-56,505507;18/12/2025;;40987114000191;Inovacao Digital SA;Sul;Parana;Notebook Dell Inspiron;2;135;2961,3;1883,82
-12,820888;-43,571751;05/06/2025;60349753873;;Jose Miguel Rocha;Nordeste;Pernambuco;Impressora HP;5;64;831,36;1764,51
-18,2907;-53,00727;22/07/2025;;76064113000112;Importadora Tecnologia;Centro-Oeste;Distrito Federal;Notebook Dell Inspiron;5;130;2959,0;5752,84
-16,126074;-47,988366;09/01/2024;20144664089;;Sr. Carlos Eduardo Silveira;Sudeste;Espirito Santo;Impressora HP;10;54;656,78;1982,28
-23,120314;-48,046435;04/04/2024;;46555867000104;Distribuidora Nacional;Centro-Oeste;Goias;Notebook Dell Inspiron;4;126;3239,6;6370,08
-31,353479;-48,206776;18/04/2024;;35345925000159;Industria Eletronica Brasil;Sul;Parana;Smartphone Samsung Galaxy;10;44;2157,68;8068,72
-24,016301;-42,284341;26/04/2025;37196319907;;Giovanna Mendes;Sudeste;Espirito Santo;Notebook Dell Inspiron;3;123;2828,04;2944,75
-20,421172;-60,682636;18/05/2025;07990163810;;Sr. Diego Goncalves;Centro-Oeste;Goias;Notebook Dell Inspiron;1;122;2989,62;1456,04
-17,293279;-39,690728;22/02/2024;;38583268000176;Comercio Eletronico Brasil;Sudeste;Sao Paulo;Smart TV LG;9;28;2551,22;7699,96
-14,517257;-42,363617;06/06/2025;24624573560;;Andre Santos;Nordeste;Alagoas;Tablet Apple iPad;5;85;3177,27;6612,83
-28,640943;-51,608158;08/12/2025;;53020498000110;Atacadista Informatica;Sul;Rio Grande do Sul;Notebook Dell Inspiron;10;112;3252,64;10082,19
-19,457806;-49,057427;07/02/2025;;85204009000177;Comercio Internacional SA;Sudeste;Sao Paulo;Tablet Apple iPad;9;76;2736,34;12278,06
-13,735655;-38,933301;27/11/2025;;92402867000191;Distribuidora Nacional;Nordeste;Piaui;Tablet Apple iPad;2;74;3101,89;2410,37
-32,27617;-51,142971;06/07/2024;;14358371000154;Comercio Internacional SA;Sul;Parana;Tablet Apple iPad;4;70;3888,66;4755,53
-18,524256;-45,592822;12/09/2025;;04713450000182;Varejo Digital LTDA;Sudeste;Sao Paulo;Tablet Apple iPad;8;62;3533,96;9148,24
-13,188762;-38,550648;31/08/2024;;13057681000176;Industria Eletronica Brasil;Nordeste;Bahia;Impressora HP;9;45;745,27;3350,88
-13,990112;-35,91132;21/07/2025;21524466409;;Lorena Dias;Nordeste;Piaui;Smartphone Samsung Galaxy;3;41;1287,48;1411,29
-27,883888;-55,963966;15/11/2025;78445228790;;Kamilly Pimenta;Sul;Santa Catarina;Notebook Dell Inspiron;6;106;3155,71;8059,54
-19,763699;-47,012913;10/12/2025;;71194651000108;Comercio Eletronico Brasil;Sudeste;Sao Paulo;Smart TV LG;5;23;2570,68;6050,48
-26,200379;-57,363167;29/09/2025;;17399859000118;Distribuidora Nacional;Sul;Parana;Impressora HP;3;42;780,64;1147,92
-21,22804;-51,042715;05/03/2025;42430501120;;Joao Lucas Brito;Centro-Oeste;Mato Grosso;Tablet Apple iPad;1;61;3538,65;1443,23
-23,599389;-49,580975;15/08/2025;06663988441;;Maria Sophia Fogaca;Sudeste;Sao Paulo;Notebook Dell Inspiron;2;104;2860,04;2338,25
-10,966802;-56,539893;18/06/2025;75878545500;;Daniel Mendes;Centro-Oeste;Goias;Smartphone Samsung Galaxy;2;39;2414,67;1530,1
-19,738992;-39,17648;27/02/2024;;34857527000159;Comercio Eletronico Brasil;Sudeste;Sao Paulo;Smart TV LG;9;14;2734,12;9610,18
1,366903;-63,968378;25/12/2025;53799612408;;Maria Luisa Pastor;Norte;Acre;Smartphone Samsung Galaxy;1;38;1606,14;621,67
-11,11113;-56,580808;21/09/2024;09386881110;;Sr. Fernando Vasconcelos;Centro-Oeste;Distrito Federal;Tablet Apple iPad;6;55;2579,76;5989,42
-24,895341;-52,751296;15/07/2025;82006062360;;Stella das Neves;Sul;Santa Catarina;Smart TV LG;2;12;2502,83;2444,04
-15,853673;-47,126251;25/08/2024;;98772885000141;Atacadista Informatica;Nordeste;Bahia;Impressora HP;10;32;617,16;2954,06
-27,40295;-52,750128;13/12/2025;;30665061000139;Importadora Tecnologia;Sul;Santa Catarina;Tablet Apple iPad;6;49;3927,57;8368,19
-19,226058;-54,939588;10/01/2025;;68966529000106;Comercio Eletronico Brasil;Centro-Oeste;Distrito Federal;Impressora HP;6;26;514,55;1444,33
-21,842023;-51,568297;17/07/2024;24563283029;;Sr. Luiz Miguel Pastor;Centro-Oeste;Mato Grosso;Notebook Dell Inspiron;7;97;3420,12;11205,08
-2,77632;-59,622308;15/11/2024;;54863307000145;Inovacao Digital SA;Norte;Acre;Smartphone Samsung Galaxy;6;32;1925,61;5092,68
-1,24276;-36,91855;04/07/2024;74757701179;;Brenda Vargas;Nordeste;Piaui;Tablet Apple iPad;1;48;3718,81;1744,48
-19,259813;-48,713423;14/10/2024;;75649479000190;Varejo Digital LTDA;Centro-Oeste;Goias;Impressora HP;10;16;765,99;3816,16
-24,856527;-42,677444;25/02/2024;;06698225000140;Importadora Tecnologia;Sudeste;Minas Gerais;Smartphone Samsung Galaxy;1;31;2472,43;1193,71
-4,672092;-56,960029;04/10/2024;;88830586000162;Atacadista Informatica;Norte;Amazonas;Impressora HP;1;15;520,5;171,6
-33,477546;-54,713003;22/02/2024;;37964963000115;Comercio Internacional SA;Sul;Parana;Smartphone Samsung Galaxy;7;24;1267,26;3419,74
-18,991027;-45,87303;04/02/2024;74574914300;;Emanuella Aragao;Sudeste;Sao Paulo;Impressora HP;1;14;710,71;351,91
-13,933813;-44,966293;25/02/2024;;48096005000196;Importadora Tecnologia;Nordeste;Alagoas;Smart TV LG;6;6;2912,03;8520,65
-4,938421;-53,889075;01/06/2024;;20126386000190;Industria Eletronica Brasil;Norte;Rondonia;Smartphone Samsung Galaxy;4;20;2059,48;3211,75
1,193192;-71,350168;29/07/2025;;00105360000158;Inovacao Digital SA;Norte;Amazonas;Notebook Dell Inspiron;5;92;3197,87;5555,89
-16,45139;-47,731261;12/05/2025;;74739024000101;Atacadista Informatica;Nordeste;Ceara;Tablet Apple iPad;6;42;3345,52;6565,31
-18,591872;-56,13973;14/01/2024;84796873120;;Gabriel Borges;Centro-Oeste;Mato Grosso;Tablet Apple iPad;7;35;2971,11;7743,09
-18,254748;-56,473281;14/12/2025;;34348887000125;Atacadista Informatica;Centro-Oeste;Goias;Smartphone Samsung Galaxy;3;17;1969,55;1893,25
-28,419656;-56,640983;18/05/2025;;52332513000101;Inovacao Digital SA;Sul;Parana;Notebook Dell Inspiron;9;83;2949,32;12782,98
-16,464429;-48,163821;31/12/2025;90087149907;;Bryan Cardoso;Sudeste;Rio de Janeiro;Notebook Dell Inspiron;7;76;3005,02;9234,75
-32,097726;-52,166668;22/04/2024;;25106832000118;Importadora Tecnologia;Sul;Rio Grande do Sul;Smartphone Samsung Galaxy;1;16;1448,93;540,98
2,636364;-58,601011;25/12/2025;51506100627;;Isabel Costa;Norte;Amazonas;Smartphone Samsung Galaxy;7;9;2242,32;4740,65
-23,616503;-48,755136;03/06/2024;;18788052000130;Atacadista Informatica;Sudeste;Espirito Santo;Notebook Dell Inspiron;10;66;3329,68;13863,5
-17,600164;-40,302615;26/02/2025;28082603267;;Srta. Isabela Ramos;Sudeste;Rio de Janeiro;Notebook Dell Inspiron;3;63;3287,0;4585,31
-21,036599;-49,201655;06/02/2024;;06883474000105;Varejo Digital LTDA;Sudeste;Espirito Santo;Smart TV LG;1;5;2485,89;1178,96
-21,032147;-50,225159;28/01/2024;;63842535000120;Importadora Tecnologia;Sudeste;Rio de Janeiro;Tablet Apple iPad;3;32;2558,21;3195,86
-16,612709;-39,524477;15/01/2024;22835542175;;Lucca da Mota;Sudeste;Espirito Santo;Tablet Apple iPad;3;29;2942,57;3061,03
-22,840636;-57,240967;01/06/2025;;42267475000199;Comercio Internacional SA;Centro-Oeste;Mato Grosso;Tablet Apple iPad;8;21;3075,16;10533,65
-8,657852;-55,603759;01/10/2024;60851336426;;Benjamin da Paz;Centro-Oeste;Mato Grosso;Smartphone Samsung Galaxy;5;4;1725,63;2803,46
-29,001878;-51,986169;19/12/2025;83482152209;;Srta. Maria Julia Guerra;Sul;Rio Grande do Sul;Smartphone Samsung Galaxy;2;2;2159,7;1653,17
-17,844941;-56,262073;07/06/2024;37580644738;;Gael Castro;Centro-Oeste;Mato Grosso do Sul;Notebook Dell Inspiron;1;62;2864,84;1387,41
-15,358093;-50,226075;16/02/2024;;74127213000115;Importadora Tecnologia;Sudeste;Rio de Janeiro;Tablet Apple iPad;10;11;3292,24;11221,13
-23,678394;-44,570087;20/07/2025;29641331400;;Apollo Vieira;Sudeste;Espirito Santo;Smart TV LG;4;1;1840,01;2842,49
-4,022165;-39,27375;29/11/2024;32372140787;;Pedro Henrique Vieira;Nordeste;Piaui;Smartphone Samsung Galaxy;1;1;2420,89;789,2
-13,867259;-43,786435;22/08/2025;;62931341000138;Inovacao Digital SA;Nordeste;Maranhao;Smart TV LG;1;0;2254,75;787,45
-8,800753;-38,754937;03/02/2024;;41432925000199;Industria Eletronica Brasil;Nordeste;Rio Grande do Norte;Notebook Dell Inspiron;10;52;2873,41;10049,09
-15,00142;-42,000744;02/05/2024;49660981147;;Caio Rodrigues;Sudeste;Minas Gerais;Impressora HP;2;12;713,36;693,33
-14,98176;-41,794508;03/06/2025;;96191318000176;Comercio Eletronico Brasil;Sudeste;Sao Paulo;Smartphone Samsung Galaxy;1;0;2125,47;1015,71
