Data;CPF_CNPJ;Nome_Cliente;Regiao;Produto;Quantidade;Valor_Unitario;Lucro_Total;;;;;;;
29/10/2024;523.105.665-00;Faun Burdin;Centro-Oeste;Chocolate Garoto;22;1411.44;31051.68;;;;;;;
10/03/2024;666.003.303-33;Mohammed Fretter;Centro-Oeste;Ventilador Mueller;6;4026.33;24157.98;;;;;;;
05/10/2025;288.489.290-79;Gwyneth Aggiss;Nordeste;Notebook Lenovo;87;4232.86;368258.82;;;;;;;
24/08/2024;638.454.242-06;Wendeline Darker;Norte;Ventilador Mondial;85;4743.58;403204.3;;;;;;;
29/10/2025;442.756.142-08;Katherine Issacoff;Sudeste;Geladeira Electrolux;50;4681.72;234086.0;;;;;;;
16/03/2025;769.774.761-84;Lexine Handasyde;Centro-Oeste;Agua Mineral Crystal;70;1606.63;112464.1;;;;;;;
02/07/2024;518.254.496-00;Webb Phelan;Nordeste;TV TCL;33;3335.36;110066.88;;;;;;;
05/04/2025;430.191.609-10;Nadine Warbey;Sul;Notebook Lenovo;83;4821.1;400151.3;;;;;;;
15/08/2024;791.425.486-08;Lilia Dicke;Norte;Chocolate Lindt;41;4591.26;188241.66;;;;;;;
08/12/2025;990.781.126-20;Charissa Bohey;Nordeste;Fone Ouvido Sony;6;3601.72;21610.32;;;;;;;
09/04/2024;159.038.031-21;Hendrik Griffith;Centro-Oeste;Refrigerante CocaCola;97;4917.23;476971.31;;;;;;;
13/04/2025;071.613.118-88;Neda Vanne;Sudeste;Ar Condicionado Samsung;57;4515.52;257384.64;;;;;;;
21/07/2025;791.425.486-08;Genny Mawd;Norte;TV Sony;95;4124.66;391842.7;;;;;;;
23/08/2025;199.322.275-87;Arlina Bedder;Centro-Oeste;Geladeira LG;27;2974.2;80303.4;;;;;;;
25/12/2024;452.257.096-13;Mortimer Kettlesing;Sudeste;Ventilador Arno;37;1852.55;68544.35;;;;;;;
12/02/2025;663.155.140-49;Goldia Quayle;Sul;Maquina Lavar Samsung;82;1943.71;159384.22;;;;;;;
15/03/2024;923.205.711-59;Rob Meeks;Sul;Cerveja Heineken;59;4197.75;247667.25;;;;;;;
11/01/2024;041.875.917-02;Daffi Halliberton;Nordeste;Chocolate Nestle;4;2330.72;9322.88;;;;;;;
25/06/2024;930.273.081-65;Devinne McDavitt;Sudeste;Chocolate Lacta;62;2893.01;179366.62;;;;;;;
09/07/2025;082.215.614-87;Eba Tampling;Centro-Oeste;Ventilador Mueller;55;2621.79;144198.45;;;;;;;
14/03/2025;380.417.705-09;Juditha Kyle;Centro-Oeste;TV Philips;21;1558.85;32735.85;;;;;;;
07/02/2025;338.419.212-56;Artair Franzonello;Nordeste;TV LG;25;4213.28;105332.0;;;;;;;
21/02/2025;406.486.450-61;Alica Holdin;Nordeste;Refrigerante Sprite;67;4547.45;304679.15;;;;;;;
06/01/2025;799.024.444-66;Aubert Couvert;Sul;TV TCL;51;1987.73;101374.23;;;;;;;
16/09/2024;530.494.206-00;Nettie O' Ronan;Norte;Fogao Electrolux;65;3677.18;239016.7;;;;;;;
10/12/2024;426.065.815-80;Benson Bartels-Ellis;Nordeste;Fone Ouvido Philips;29;1666.43;48326.47;;;;;;;
25/12/2025;483.253.089-58;Huey Connolly;Sul;Notebook Lenovo;12;1891.0;22692.0;;;;;;;
23/01/2025;579.629.020-78;Maudie Penwell;Sul;Refrigerante Sprite;65;4531.88;294572.2;;;;;;;
02/01/2024;763.493.465-80;Easter Brigstock;Sudeste;Fone Ouvido Philips;42;2405.0;101010.0;;;;;;;
21/03/2024;849.654.678-09;Gabbi Bande;Nordeste;Fogao Midea;59;2618.15;154470.85;;;;;;;
23/05/2024;070.193.120-55;Goldy Spraberry;Sul;Ar Condicionado LG;99;2145.75;212429.25;;;;;;;
25/07/2025;622.395.600-29;Riccardo Salvage;Centro-Oeste;Geladeira Electrolux;81;4861.9;393813.9;;;;;;;
01/08/2024;394.784.717-32;Jillana Roscrigg;Sul;Agua Mineral Schin;58;2312.89;134147.62;;;;;;;
10/03/2025;601.603.902-06;Giselbert Nisco;Sudeste;Notebook Lenovo;41;1600.56;65622.96;;;;;;;
01/07/2024;410.254.144-62;Carlin Tolworthie;Sul;Smartphone Motorola;18;1160.65;20891.7;;;;;;;
05/07/2024;557.870.891-97;Tomas Shapcote;Sul;Refrigerante Fanta;71;3805.04;270157.84;;;;;;;
04/09/2024;601.603.902-06;Andromache Quarless;Norte;Smartphone Xiaomi;82;4959.36;406667.52;;;;;;;
24/01/2025;622.644.296-40;Abbey Andreotti;Sul;Notebook HP;81;4761.43;385675.83;;;;;;;
09/02/2025;315.577.500-92;Calla Jindrak;Sudeste;Ar Condicionado Springer;85;634.51;53933.35;;;;;;;
06/07/2025;185.570.880-94;Marisa Abramovitch;Sudeste;Ar Condicionado LG;31;4458.94;138227.14;;;;;;;
09/09/2025;040.379.122-79;Janis Furst;Nordeste;Tablet Positivo;49;3898.59;191030.91;;;;;;;
12/01/2025;133.677.931-40;Temple Braney;Sudeste;Ventilador Mueller;15;3985.79;59786.85;;;;;;;
26/03/2025;175.783.044-88;Doe Manie;Norte;Notebook Acer;42;540.14;22685.88;;;;;;;
09/02/2025;450.155.449-52;Roana Shipston;Sul;Cerveja Heineken;86;4807.2;413419.2;;;;;;;
19/08/2024;028.162.615-49;Netty Bandey;Sudeste;TV Samsung;13;3017.21;39223.73;;;;;;;
05/04/2025;557.582.689-92;Douglass Swanbourne;Nordeste;Fone Ouvido JBL;38;2182.7;82942.6;;;;;;;
05/03/2024;190.680.137-18;Abby Franses;Sudeste;Ventilador Britania;98;3536.03;346530.94;;;;;;;
31/05/2025;329.743.789-86;Gardiner Johnsson;Sudeste;Notebook Asus;1;910.02;910.02;;;;;;;
17/05/2024;806.433.685-66;Sadie Benning;Centro-Oeste;Refrigerante Pepsi;94;1756.54;165114.76;;;;;;;
20/02/2025;184.131.185-57;Robbie Shivlin;Nordeste;Ventilador Mueller;19;1230.83;23385.77;;;;;;;
19/06/2024;679.998.204-66;Virgie Larkcum;Centro-Oeste;Ventilador Philco;49;3569.87;174923.63;;;;;;;
30/06/2024;146.610.158-00;Eleen Burroughes;Centro-Oeste;Cerveja Heineken;49;942.43;46179.07;;;;;;;
29/03/2024;278.271.615-88;Clark Crosham;Norte;TV Samsung;35;4005.3;140185.5;;;;;;;
30/07/2024;003.674.218-01;Chrystel Haythorne;Norte;Notebook Asus;74;1569.42;116137.08;;;;;;;
30/07/2024;431.351.083-41;Hillel Branchflower;Nordeste;Smartphone Apple;1;3633.89;3633.89;;;;;;;
07/07/2024;017.979.127-39;Taffy Radwell;Sul;Ventilador Mueller;87;4200.07;365406.09;;;;;;;
14/04/2024;791.425.486-08;Jaquith Arnald;Sudeste;Refrigerante Sprite;23;1339.28;30803.44;;;;;;;
24/11/2025;331.675.806-23;Odella Leagas;Centro-Oeste;Maquina Lavar Brastemp;58;1574.41;91315.78;;;;;;;
06/10/2024;297.995.656-26;Jan Crutchley;Centro-Oeste;Ventilador Mondial;19;3663.58;69608.02;;;;;;;
22/11/2025;120.846.217-20;Rudyard Algy;Nordeste;Geladeira Brastemp;87;2847.02;247690.74;;;;;;;
08/10/2025;562.457.078-38;Matthiew Preon;Sul;Tablet Apple;52;4544.65;236321.8;;;;;;;
07/01/2025;105.931.888-10;Tessi Slowly;Centro-Oeste;Fogao Midea;63;2910.6;183367.8;;;;;;;
29/05/2024;283.401.729-80;Lorrie Chrystal;Norte;Notebook HP;16;4799.64;76794.24;;;;;;;
19/08/2025;118.664.264-51;Sawyere Winyard;Centro-Oeste;Geladeira LG;4;2671.06;10684.24;;;;;;;
16/06/2025;607.714.685-47;Carolan Dollar;Norte;Tablet Apple;91;3164.19;287941.29;;;;;;;
02/10/2024;435.963.564-82;Laverne Silver;Centro-Oeste;Agua Mineral Schin;49;4972.65;243659.85;;;;;;;
24/04/2025;127.085.322-86;Torin Redfern;Centro-Oeste;Maquina Lavar LG;23;2755.62;63379.26;;;;;;;
30/10/2024;041.875.917-02;Binni Balbeck;Centro-Oeste;Ventilador Britania;11;763.39;8397.29;;;;;;;
22/02/2024;122.930.691-92;Sergeant Ryton;Sul;Fone Ouvido Multilaser;30;829.87;24896.1;;;;;;;
24/11/2024;142.168.855-78;Neill Brighouse;Sul;Ar Condicionado Consul;63;2720.51;171392.13;;;;;;;
29/08/2025;289.572.671-07;Idalia Doag;Centro-Oeste;Smartphone Xiaomi;79;2956.27;233545.33;;;;;;;
18/07/2024;373.277.600-08;Marijn McCroary;Sul;Smartphone Samsung;35;2187.17;76550.95;;;;;;;
14/07/2024;574.982.175-70;Keane Manshaw;Sudeste;Fone Ouvido Multilaser;2;745.26;1490.52;;;;;;;
02/01/2025;106.747.232-01;Binky Doorbar;Sudeste;Fone Ouvido Xiaomi;49;4747.27;232616.23;;;;;;;
06/01/2025;830.559.297-99;Somerset Ranscombe;Centro-Oeste;Fogao Midea;95;3157.49;299961.55;;;;;;;
20/02/2024;740.781.577-18;Tucky Ewence;Centro-Oeste;Cerveja Heineken;28;4917.33;137685.24;;;;;;;
12/03/2024;776.884.552-86;Katrinka Poker;Norte;Cerveja Stella Artois;57;4563.06;260094.42;;;;;;;
23/07/2024;233.276.988-99;Fernando Lysaght;Centro-Oeste;Smartphone Xiaomi;72;1625.16;117011.52;;;;;;;
05/04/2025;119.183.437-99;Mile Ness;Sudeste;TV Philips;77;2763.72;212806.44;;;;;;;
26/12/2025;154.675.882-81;Dorey Lillywhite;Centro-Oeste;Fogao Philco;98;4362.38;427513.24;;;;;;;
06/10/2025;841.629.828-99;Bernard Gooderson;Nordeste;Tablet Samsung;76;1443.04;109671.04;;;;;;;
24/06/2025;400.987.056-79;Rollo Trappe;Sul;Geladeira Samsung;43;4826.06;207520.58;;;;;;;
04/02/2024;516.544.556-95;Dominic Blasli;Sul;Fone Ouvido JBL;100;4951.23;495123.0;;;;;;;
30/01/2025;355.387.657-33;Fairfax Gethins;Sul;Ventilador Mueller;47;1287.68;60520.96;;;;;;;
13/01/2024;794.303.347-78;Blake Merredy;Centro-Oeste;Smartphone LG;8;2872.57;22980.56;;;;;;;
12/10/2025;394.478.819-20;Cornall Melmore;Centro-Oeste;TV Samsung;79;2371.15;187320.85;;;;;;;
23/05/2025;506.784.059-56;Armin Marushak;Norte;Agua Mineral Minalba;8;4438.09;35504.72;;;;;;;
13/06/2025;278.271.615-88;Jakie Moral;Norte;Tablet Positivo;99;2950.06;292055.94;;;;;;;
30/09/2024;567.663.967-92;Turner Kornilyev;Sul;Maquina Lavar Consul;18;2282.3;41081.4;;;;;;;
24/06/2025;161.070.248-40;Luke Sleite;Centro-Oeste;Cerveja Heineken;78;2846.72;222044.16;;;;;;;
03/07/2025;069.999.089-07;Mannie Parkyn;Nordeste;Fogao Consul;59;2241.45;132245.55;;;;;;;
01/12/2024;113.738.622-38;Averill O'Carroll;Norte;Refrigerante Fanta;100;2461.51;246151.0;;;;;;;
26/05/2024;804.352.928-03;Selig Alvares;Centro-Oeste;Geladeira Electrolux;40;597.76;23910.4;;;;;;;
16/04/2024;992.435.295-52;Twila Wyleman;Sudeste;Fogao Consul;16;849.07;13585.12;;;;;;;
03/10/2024;332.584.255-07;Brandice Dorgon;Sudeste;Tablet Multilaser;97;865.54;83957.38;;;;;;;
18/04/2024;666.847.075-06;Rosalind Scholfield;Norte;Cerveja Stella Artois;24;1991.58;47797.92;;;;;;;
10/09/2024;212.349.291-47;Truman Bartholin;Centro-Oeste;Smartphone Xiaomi;8;3096.94;24775.52;;;;;;;
16/03/2024;538.290.319-04;Rickert Isacsson;Centro-Oeste;Notebook Asus;20;3367.69;67353.8;;;;;;;
09/12/2025;471.536.044-64;Lonny Filyushkin;Norte;Tablet Multilaser;47;2008.04;94377.88;;;;;;;
22/09/2024;226.790.877-80;Kyle Bohling;Sudeste;Cerveja Antarctica;27;1927.75;52049.25;;;;;;;
07/12/2025;201.736.984-50;Wake Guard;Sudeste;Ar Condicionado Consul;14;1166.57;16331.98;;;;;;;
21/12/2025;315.577.500-92;Napoleon McCaughey;Norte;TV Samsung;65;3103.27;201712.55;;;;;;;
04/07/2025;925.275.767-88;Salomi McGairl;Sudeste;Ar Condicionado LG;48;3126.47;150070.56;;;;;;;
02/07/2024;772.720.641-53;Raoul Bernetti;Norte;Fogao Philco;48;643.14;30870.72;;;;;;;
12/09/2024;768.078.428-05;Reggis Cody;Sul;Fogao Philco;25;1112.91;27822.75;;;;;;;
21/11/2024;666.847.075-06;Wiley Bullus;Sul;Fogao Consul;78;1163.17;90727.26;;;;;;;
23/11/2024;539.691.451-39;Lurleen Jakolevitch;Centro-Oeste;Tablet Apple;35;3584.16;125445.6;;;;;;;
23/02/2025;058.478.435-00;Tome Tunno;Centro-Oeste;Fone Ouvido Sony;36;1664.57;59924.52;;;;;;;
04/10/2024;679.119.074-47;Ravi Rydings;Sul;Cerveja Stella Artois;63;3500.55;220534.65;;;;;;;
25/10/2025;742.975.464-34;Aloisia Louisot;Sul;Cerveja Brahma;95;3430.23;325871.85;;;;;;;
12/11/2024;824.963.415-20;Tabor Guye;Sul;Fone Ouvido Xiaomi;91;4858.06;442083.46;;;;;;;
04/03/2025;737.237.915-65;Twila Devas;Nordeste;Refrigerante CocaCola;98;4134.92;405222.16;;;;;;;
12/09/2024;895.402.379-71;Felic Boxen;Sul;Geladeira Samsung;12;4740.38;56884.56;;;;;;;
12/02/2024;409.295.780-74;Arte Down;Nordeste;Smartphone Motorola;47;1638.83;77025.01;;;;;;;
18/02/2024;646.761.346-57;Bail Durran;Norte;Notebook Asus;46;4817.49;221604.54;;;;;;;
17/04/2025;950.096.928-99;Sim Davidavidovics;Sul;Cerveja Skol;29;4060.06;117741.74;;;;;;;
05/02/2024;741.079.244-24;Marigold Narramore;Nordeste;Geladeira LG;75;1011.67;75875.25;;;;;;;
25/03/2024;771.519.998-28;Riordan Shulver;Sul;TV TCL;13;4121.47;53579.11;;;;;;;
07/11/2025;566.418.104-45;Yale Pesak;Sudeste;Fone Ouvido Sony;68;3680.27;250258.36;;;;;;;
31/08/2025;888.794.950-62;Bibi Farington;Nordeste;Tablet Apple;53;1938.26;102727.78;;;;;;;
03/08/2024;218.374.174-07;Stefano Crucetti;Sul;Refrigerante Pepsi;42;1586.85;66647.7;;;;;;;
30/04/2025;998.348.039-58;Louise Quinnelly;Nordeste;Notebook Lenovo;44;2487.39;109445.16;;;;;;;
13/05/2025;630.771.447-60;Cammie Booty;Sul;Fone Ouvido Xiaomi;12;4023.09;48277.08;;;;;;;
13/12/2025;815.139.590-77;Redford Tims;Nordeste;Fogao Philco;86;2511.29;215970.94;;;;;;;
12/04/2025;966.408.705-09;Mahmoud Charopen;Centro-Oeste;Ar Condicionado Samsung;25;3458.0;86450.0;;;;;;;
30/12/2024;311.969.439-82;Farleigh Martygin;Norte;Agua Mineral Indaia;59;2120.04;125082.36;;;;;;;
17/01/2024;346.595.928-04;Timothee Halliburton;Norte;Agua Mineral Minalba;92;4573.92;420800.64;;;;;;;
25/08/2025;043.047.356-75;Barn Seeds;Norte;Fone Ouvido Multilaser;39;2215.32;86397.48;;;;;;;
22/07/2025;373.311.091-97;Gil Tomini;Nordeste;Geladeira Samsung;59;2377.03;140244.77;;;;;;;
02/04/2024;190.680.137-18;Rosalie Shoard;Sudeste;Refrigerante Sprite;72;4152.13;298953.36;;;;;;;
31/08/2024;226.790.877-80;Bridie Bloxholm;Sul;Notebook Acer;67;749.91;50243.97;;;;;;;
06/12/2024;762.324.502-30;Lian Marples;Sudeste;Geladeira LG;66;1269.14;83763.24;;;;;;;
13/10/2024;955.116.225-08;Hershel Diver;Sul;Tablet Positivo;68;2244.06;152596.08;;;;;;;
10/03/2024;849.654.678-09;Myrtie Cookman;Norte;Cerveja Brahma;51;2795.92;142591.92;;;;;;;
15/02/2024;589.810.161-60;Blakelee Slayford;Norte;Tablet Multilaser;28;4384.9;122777.2;;;;;;;
20/05/2025;111.484.368-71;Elliot Craighall;Centro-Oeste;Ar Condicionado Samsung;5;2265.99;11329.95;;;;;;;
25/05/2025;243.914.362-64;Leah Goodbarne;Nordeste;Ar Condicionado LG;40;3188.13;127525.2;;;;;;;
23/09/2025;204.759.811-70;Kirbie Juza;Norte;TV TCL;35;1732.02;60620.7;;;;;;;
06/10/2025;014.068.382-84;Morena Harry;Centro-Oeste;Maquina Lavar Consul;70;856.01;59920.7;;;;;;;
04/06/2025;663.307.195-78;Ulises Daniellot;Sul;Refrigerante Fanta;83;4187.49;347561.67;;;;;;;
29/11/2025;562.480.441-55;Rosalind Bridgestock;Sudeste;Fogao Midea;9;2484.44;22359.96;;;;;;;
13/04/2025;601.656.710-84;Dyna Radage;Norte;Tablet Apple;12;2475.63;29707.56;;;;;;;
10/09/2024;951.417.440-27;Jecho Ballston;Nordeste;Fogao Electrolux;12;1440.77;17289.24;;;;;;;
31/07/2024;744.126.780-32;Rodrick Phoebe;Nordeste;Ar Condicionado LG;77;2762.08;212680.16;;;;;;;
18/01/2024;124.416.983-89;Jenica Chamberlin;Nordeste;Chocolate Nestle;90;2334.25;210082.5;;;;;;;
18/02/2024;518.254.496-00;Mordecai Martinet;Sul;Geladeira LG;89;3771.72;335683.08;;;;;;;
03/09/2025;279.549.905-32;Karolina Gillani;Sul;Chocolate Lacta;46;949.83;43692.18;;;;;;;
09/04/2024;482.200.544-50;Aggi Carbonell;Nordeste;Maquina Lavar Brastemp;30;4616.58;138497.4;;;;;;;
30/05/2025;567.663.967-92;Alysia Cobley;Centro-Oeste;Smartphone Motorola;34;2259.16;76811.44;;;;;;;
20/08/2024;564.139.395-91;Tomasina Staries;Sudeste;Tablet Multilaser;90;2597.74;233796.6;;;;;;;
09/09/2024;667.280.905-84;Eveleen Heims;Sudeste;Chocolate Garoto;45;1248.16;56167.2;;;;;;;
12/02/2025;301.798.991-71;Annnora Lowseley;Norte;Ventilador Mueller;88;3777.29;332401.52;;;;;;;
04/11/2024;911.190.850-55;Jandy Clacey;Norte;Fogao Midea;25;2302.23;57555.75;;;;;;;
09/12/2024;190.680.137-18;Larina Syseland;Nordeste;Notebook Lenovo;38;2168.86;82416.68;;;;;;;
04/12/2025;478.244.380-31;Eberhard Hankey;Centro-Oeste;Cerveja Stella Artois;95;1629.01;154755.95;;;;;;;
30/07/2024;245.523.353-75;Hubey O'Siaghail;Sul;Refrigerante Sprite;59;4900.84;289149.56;;;;;;;
03/03/2025;768.031.392-04;Kalie Gorden;Norte;Refrigerante Guarana Antarctica;91;2918.1;265547.1;;;;;;;
23/05/2024;296.655.950-08;Dorella Hackford;Sudeste;Ar Condicionado Springer;86;4784.37;411455.82;;;;;;;
23/12/2024;755.632.517-21;Amos Cabrara;Norte;TV TCL;76;1204.45;91538.2;;;;;;;
14/12/2025;217.775.776-24;Ondrea Lethcoe;Norte;Fone Ouvido Xiaomi;95;2650.48;251795.6;;;;;;;
15/03/2024;449.431.030-14;Garnette Overstreet;Nordeste;Tablet Lenovo;100;2371.97;237197.0;;;;;;;
14/03/2025;016.746.494-95;Vito Persey;Norte;Maquina Lavar LG;10;3742.52;37425.2;;;;;;;
27/01/2024;660.458.267-10;Duncan Abbatini;Centro-Oeste;Geladeira Brastemp;56;3419.06;191467.36;;;;;;;
27/04/2025;597.169.586-09;Kandace Beeho;Centro-Oeste;Geladeira Electrolux;6;1655.6;9933.6;;;;;;;
06/09/2024;353.526.283-61;Tawsha Melross;Centro-Oeste;Smartphone LG;99;2722.43;269520.57;;;;;;;
17/09/2024;994.605.522-85;Jasun Roth;Nordeste;Refrigerante CocaCola;95;1658.85;157590.75;;;;;;;
29/08/2024;938.352.416-21;Sheela Mongain;Norte;Cerveja Antarctica;84;4696.48;394504.32;;;;;;;
15/06/2024;424.742.699-08;George Palk;Sudeste;Cerveja Skol;79;4532.23;358046.17;;;;;;;
27/09/2025;445.796.726-23;Vinny Frewer;Sudeste;Ventilador Mueller;97;4773.17;462997.49;;;;;;;
05/07/2024;041.582.255-66;Ellynn McDonogh;Norte;Fogao Midea;41;4437.26;181927.66;;;;;;;
27/12/2024;154.100.683-60;Torin Colvie;Norte;Chocolate Hersheys;56;4638.52;259757.12;;;;;;;
23/04/2024;482.202.290-04;Laura Haslock;Nordeste;Maquina Lavar Brastemp;78;607.61;47393.58;;;;;;;
07/03/2024;352.120.382-43;Baird Kivits;Norte;Chocolate Garoto;12;3485.98;41831.76;;;;;;;
03/06/2024;738.261.255-41;Ernie Kief;Centro-Oeste;Notebook Dell;91;3706.75;337314.25;;;;;;;
18/01/2024;561.217.111-08;Willis Rowat;Norte;Tablet Multilaser;73;3649.21;266392.33;;;;;;;
03/03/2025;406.486.450-61;Gustavo McGing;Centro-Oeste;Smartphone Samsung;29;2688.65;77970.85;;;;;;;
04/10/2025;702.707.796-55;Miranda Garvey;Norte;Cerveja Antarctica;34;3418.87;116241.58;;;;;;;
13/07/2025;291.537.496-18;Rory Bartels;Centro-Oeste;Maquina Lavar Brastemp;25;1847.58;46189.5;;;;;;;
23/09/2025;164.316.282-92;Anatola Doyley;Centro-Oeste;Notebook Asus;73;3435.27;250774.71;;;;;;;
05/12/2024;990.893.606-97;Joya Bernocchi;Sudeste;Refrigerante CocaCola;75;4359.46;326959.5;;;;;;;
20/02/2025;987.603.879-63;Phaedra Pote;Sul;Cerveja Heineken;71;3178.55;225677.05;;;;;;;
19/05/2025;017.001.871-71;Delilah Bullingham;Norte;Agua Mineral Bonafont;100;1295.64;129564.0;;;;;;;
21/04/2024;888.794.950-62;Frankie Crimin;Norte;Notebook Asus;91;3038.32;276487.12;;;;;;;
10/11/2024;281.867.239-27;Margarita Dimont;Sul;Smartphone Apple;65;2609.25;169601.25;;;;;;;
30/09/2024;832.121.651-03;Jodie Kettle;Sul;Refrigerante Pepsi;33;2265.53;74762.49;;;;;;;
18/04/2025;595.636.426-27;Chilton England;Centro-Oeste;Maquina Lavar Brastemp;66;3814.89;251782.74;;;;;;;
06/06/2025;532.330.987-31;Virginie Malacrida;Norte;Tablet Samsung;32;3110.64;99540.48;;;;;;;
20/07/2025;118.235.561-75;Brion Lyster;Centro-Oeste;Smartphone LG;80;4271.09;341687.2;;;;;;;
09/09/2025;450.817.595-38;Abra Minigo;Nordeste;TV Philips;53;4650.49;246475.97;;;;;;;
07/01/2024;778.322.950-66;Nicko McCoid;Norte;TV Philips;82;1368.04;112179.28;;;;;;;
15/12/2024;518.361.976-08;Fitz Blayd;Sudeste;Agua Mineral Schin;91;2712.93;246876.63;;;;;;;
18/06/2024;299.972.945-64;Shellie Yewdell;Sul;Notebook Asus;47;1949.47;91625.09;;;;;;;
11/02/2024;928.953.319-60;Philis Guillart;Centro-Oeste;Smartphone Apple;31;4074.65;126314.15;;;;;;;
28/04/2024;450.817.595-38;Tris Longshaw;Centro-Oeste;Chocolate Lindt;9;3104.47;27940.23;;;;;;;
09/03/2024;511.074.699-02;Hillyer Scarsbrooke;Norte;Smartphone Motorola;59;3150.51;185880.09;;;;;;;
28/06/2024;553.931.793-91;Carolus Syres;Sudeste;Ar Condicionado LG;89;3112.27;276992.03;;;;;;;
23/11/2024;288.489.290-79;Olenka Emanuelli;Sul;Agua Mineral Crystal;34;2350.69;79923.46;;;;;;;
04/04/2025;419.520.758-40;Pip Espin;Centro-Oeste;Fone Ouvido Philips;1;2777.16;2777.16;;;;;;;
11/08/2025;685.866.703-24;Mollee Borrie;Norte;Fogao Consul;97;3437.38;333425.86;;;;;;;
17/08/2024;170.143.501-29;Orelie McMorran;Centro-Oeste;Ar Condicionado LG;30;1771.67;53150.1;;;;;;;
05/08/2024;492.267.551-59;Allsun Dunrige;Norte;Geladeira Brastemp;99;4172.37;413064.63;;;;;;;
10/01/2024;126.817.682-68;Jerrylee Brydson;Sudeste;Fogao Midea;8;1862.35;14898.8;;;;;;;
07/12/2024;523.584.031-30;Lynna Douberday;Sul;Ventilador Arno;79;3367.79;266055.41;;;;;;;
04/10/2025;118.965.369-99;Nanci Gummery;Sul;Geladeira Consul;10;1459.12;14591.2;;;;;;;
24/05/2025;363.790.161-71;Chick Lakeman;Norte;Fone Ouvido Philips;65;2439.17;158546.05;;;;;;;
09/03/2025;717.554.616-58;Judi Orchart;Sul;Ventilador Arno;82;2570.02;210741.64;;;;;;;
15/08/2025;483.253.089-58;Holmes Wolfers;Sul;Ventilador Mondial;16;2863.78;45820.48;;;;;;;
10/01/2024;246.099.075-85;Wandie Gerritzen;Centro-Oeste;Ventilador Britania;17;3292.68;55975.56;;;;;;;
13/05/2024;360.190.003-38;Geneva Diament;Sul;Smartphone Apple;61;1886.19;115057.59;;;;;;;
28/07/2025;126.215.504-52;Clemente Kleint;Sudeste;Cerveja Skol;10;624.73;6247.3;;;;;;;
28/01/2025;105.246.162-05;Lorinda Aynsley;Norte;Cerveja Skol;93;3289.32;305906.76;;;;;;;
17/11/2025;277.867.505-17;Alfonse Jakeman;Sudeste;Agua Mineral Crystal;37;2303.95;85246.15;;;;;;;
18/10/2025;844.906.569-04;Maurise Slidders;Sul;Notebook HP;47;4455.59;209412.73;;;;;;;
04/04/2024;938.352.416-21;Gayla Nock;Norte;Tablet Lenovo;9;1019.58;9176.22;;;;;;;
15/03/2025;800.685.035-63;Petronille Armatys;Centro-Oeste;Ar Condicionado Springer;19;2739.31;52046.89;;;;;;;
05/02/2025;779.492.235-61;Maximilianus Hallmark;Centro-Oeste;Fogao Brastemp;85;2209.7;187824.5;;;;;;;
14/10/2025;603.290.511-05;Ly Bonner;Sudeste;Ar Condicionado LG;56;4326.23;242268.88;;;;;;;
11/04/2025;110.156.453-99;Bridie Nurden;Centro-Oeste;Fogao Philco;57;1403.53;80001.21;;;;;;;
05/03/2025;338.419.212-56;Emmalynne Bard;Centro-Oeste;Fogao Midea;49;1938.99;95010.51;;;;;;;
17/10/2025;458.412.623-27;Norman Roark;Nordeste;Geladeira Electrolux;18;1712.27;30820.86;;;;;;;
14/02/2025;145.541.826-90;Neddy Withnall;Norte;Chocolate Hersheys;51;1503.97;76702.47;;;;;;;
05/01/2025;897.342.839-01;Elysha MacCathay;Sul;Ar Condicionado Consul;68;1321.11;89835.48;;;;;;;
18/02/2024;742.975.464-34;Caprice Curner;Sudeste;Notebook Asus;62;1231.87;76375.94;;;;;;;
11/02/2024;838.660.602-97;Janka Muldoon;Sudeste;Ventilador Mueller;30;4033.91;121017.3;;;;;;;
08/04/2025;987.767.386-04;Lib Petran;Nordeste;Tablet Multilaser;99;2419.09;239489.91;;;;;;;
22/04/2024;899.216.392-42;Wilden Darke;Centro-Oeste;Refrigerante Guarana Antarctica;50;4586.39;229319.5;;;;;;;
20/03/2025;119.183.437-99;Barbi Schlagh;Norte;Smartphone Samsung;21;1623.47;34092.87;;;;;;;
10/12/2024;446.651.165-98;Loleta Severwright;Centro-Oeste;Chocolate Lindt;11;996.83;10965.13;;;;;;;
15/04/2024;938.352.416-21;Ingaborg Grossman;Sudeste;Chocolate Lacta;73;696.25;50826.25;;;;;;;
16/12/2025;799.024.444-66;Lottie Bradborne;Nordeste;Maquina Lavar LG;46;2752.46;126613.16;;;;;;;
20/08/2025;065.774.952-46;Ofilia Utting;Sudeste;Smartphone Samsung;1;2687.92;2687.92;;;;;;;
29/03/2024;469.844.727-50;Nye Yakhin;Sul;Geladeira Samsung;20;900.4;18008.0;;;;;;;
19/06/2025;601.136.279-63;Marylin Kilty;Norte;Smartphone Apple;64;3213.96;205693.44;;;;;;;
10/09/2024;042.438.891-04;Selby Cersey;Centro-Oeste;Tablet Multilaser;96;3501.85;336177.6;;;;;;;
30/01/2025;666.847.075-06;Colby Prescott;Sul;Agua Mineral Indaia;16;2835.23;45363.68;;;;;;;
14/02/2024;467.968.172-14;Umberto Spridgeon;Nordeste;Fogao Midea;16;626.62;10025.92;;;;;;;
