Latitude;Longitude;Data;CPF;CNPJ;nome_cliente;regiao;estado;produto;quantidade;valor_unitario;lucro_total
-23,795425;-53,972889;07/03/2025;;54922962000127;Inovacao Digital SA;Sul;Parana;Roteador TP-Link;1;108,72;39,12
-22,375029;-55,760953;07/04/2024;;39277108000161;Tech Solutions LTDA;Centro-Oeste;Mato Grosso;Mouse sem fio Microsoft;1;62,52;27,9
-5,208343;-41,368862;20/06/2025;;89770090000103;Comercio Varejo SA;Nordeste;Alagoas;Monitor Acer;1;986,41;492,81
-4,717788;-37,437085;19/07/2024;77517964569;;Isis Lopes;Nordeste;Sergipe;Carregador Portatil;17;91,6;585,51
-8,883158;-45,985989;16/10/2025;20504952269;;Maria Liz Sa;Nordeste;Sergipe;Fone de Ouvido JBL;4;199,94;335,69
-22,390659;-52,248666;04/01/2025;;33317202000110;Inovacao Digital SA;Sul;Santa Catarina;Camera Canon;8;3164,17;8929,7
-25,479925;-53,683496;08/07/2024;53152112823;;Srta. Emilly Pacheco;Sul;Parana;Estabilizador SMS;15;147,84;834,21
-23,993383;-46,868834;13/04/2024;67221555443;;Aurora Siqueira;Centro-Oeste;Goias;Smartphone Samsung Galaxy;2;2438,49;2373,67
-15,88304;-41,261809;21/07/2025;;43681575000120;Comercio Equipamentos SA;Sudeste;Espirito Santo;Monitor Acer;12;1165,91;6890,03
-0,559165;-70,805034;11/01/2025;;43015805000111;Comercio Internacional SA;Norte;Rondonia;Estabilizador SMS;9;132,46;445,71
-4,792166;-37,830488;20/12/2025;;94937242000150;Importadora Produtos Eletronicos;Nordeste;Ceara;HD Externo Seagate;8;339,37;984,81
-12,391188;-40,700372;22/07/2024;46808587531;;Gabriela Câmara;Nordeste;Alagoas;Cadeira Gamer;20;786,05;6649,01
-22,717728;-40,118158;08/10/2025;16285944466;;Maria Julia Duarte;Sudeste;Minas Gerais;Cadeira Gamer;7;573,35;1364,88
-17,2834;-45,161398;25/01/2024;;92757684000199;Comercio Internacional SA;Sudeste;Espirito Santo;Tablet Apple iPad;3;3927,21;5328,37
-25,231309;-57,188462;25/10/2024;91021763780;;Pedro Lucas Macedo;Sul;Parana;Teclado Mecanico Logitech;8;388,52;1458,03
-32,011292;-54,341099;18/09/2025;73190336318;;Raquel Porto;Sul;Parana;Carregador Portatil;1;128,01;38,42
-18,33563;-49,140742;04/04/2024;45291993553;;Barbara Barros;Sudeste;Rio de Janeiro;Carregador Portatil;4;147,19;213,4
-15,134903;-47,580475;12/07/2025;18610741311;;Dra. Maria Clara Andrade;Nordeste;Piaui;Estabilizador SMS;10;127,68;635,28
-20,591485;-43,13697;11/04/2025;95787404840;;Lais Dias;Sudeste;Rio de Janeiro;Caixa de Som Bluetooth;6;289,69;707,9
4,210429;-66,438793;02/01/2025;;63181737000178;Suprimentos Digitais LTDA;Norte;Acre;Notebook Dell Inspiron;6;3376,72;6427,65
2,993906;-68,028615;31/10/2025;;18088102000176;Distribuidora Componentes;Norte;Amapa;Impressora HP;19;581,2;3673,68
-21,961038;-47,227089;27/02/2025;72402475030;;Jade Brito;Sudeste;Sao Paulo;Webcam Logitech;20;173,59;1689,4
-17,546533;-56,388404;06/03/2025;18567329400;;Srta. Isabelly Costela;Centro-Oeste;Mato Grosso;Estabilizador SMS;12;177,64;881,95
-29,173732;-56,226991;12/09/2025;35693406512;;Joao Vitor Cassiano;Sul;Santa Catarina;HD Externo Seagate;1;656,93;211,58
-28,434035;-57,920721;13/05/2024;;33915814000105;Importadora Tecnologia;Sul;Parana;Impressora HP;9;682,44;2388,41
-17,618585;-37,201173;08/06/2024;;16693358000187;Distribuidora Componentes;Nordeste;Rio Grande do Norte;Pendrive SanDisk;20;56,08;353,05
4,861588;-72,007438;23/07/2024;;44364630000110;Industria Nacional Tecnologia;Norte;Rondonia;Teclado Mecanico Logitech;12;389,54;1520,69
-19,273654;-42,303753;08/06/2024;71607200244;;Dr. Bernardo Oliveira;Sudeste;Rio de Janeiro;Monitor Acer;4;802,82;1103,51
-4,735166;-36,822411;13/01/2025;;25491266000105;Importadora Produtos Eletronicos;Nordeste;Bahia;HD Externo Seagate;9;606,62;2399,95
-17,969853;-58,416789;28/03/2024;;76511373000199;Atacadista Informatica;Centro-Oeste;Goias;Mesa para Computador;9;567,75;1628,82
-18,266121;-47,852433;07/11/2024;85679782626;;Isabella Sousa;Sudeste;Rio de Janeiro;Tablet Apple iPad;14;2960,53;16466,38
-3,84061;-70,900423;05/12/2024;50216071461;;Otavio Mendes;Norte;Acre;Camera Canon;16;2785,73;19870,38
-9,657041;-55,850358;27/04/2024;40289585120;;Marcelo Viana;Centro-Oeste;Goias;Impressora HP;7;720,98;2206,85
-19,196976;-50,582243;09/07/2024;;56750264000117;Varejo Digital LTDA;Sudeste;Minas Gerais;Mesa para Computador;19;239,84;1455,17
-22,173294;-57,232283;07/10/2024;12203235276;;Enzo Gabriel Pastor;Sul;Santa Catarina;Pendrive SanDisk;16;67,81;412,73
-24,307784;-55,28588;08/11/2024;;28542730000133;Suprimentos Digitais LTDA;Sul;Rio Grande do Sul;Pendrive SanDisk;18;84,86;649,72
-22,782294;-48,711017;06/02/2024;85717963602;;Marina Rios;Sul;Parana;Fone de Ouvido JBL;5;80,78;176,4
-12,483987;-36,454139;08/05/2025;;61025873000143;Comercio Eletronico Brasil;Nordeste;Rio Grande do Norte;Estabilizador SMS;4;167,94;259,2
-15,13116;-49,602023;01/02/2024;80596639414;;Isaque Moura;Sudeste;Espirito Santo;Carregador Portatil;17;96,28;592,11
-9,920731;-44,587238;16/02/2025;26716509810;;Srta. Rebeca Sampaio;Nordeste;Bahia;Cabo HDMI;8;20,51;72,73
-21,559512;-55,589538;12/03/2024;;42905556000177;Comercio Eletronico Brasil;Centro-Oeste;Distrito Federal;Smartphone Samsung Galaxy;4;1215,61;1644,78
0,489023;-67,622235;30/10/2025;29504193480;;Isabella Cirino;Norte;Amazonas;Teclado Mecanico Logitech;9;387,62;1148,68
-24,54874;-57,450449;19/02/2024;84933114056;;Valentina da Luz;Sul;Santa Catarina;Teclado Mecanico Logitech;8;330,53;942,33
-1,228735;-44,977794;10/07/2024;;83831891000155;Tecnologia Avancada LTDA;Nordeste;Paraiba;Cabo HDMI;5;59,47;147,8
-11,730437;-46,364233;10/04/2024;38598453226;;Maria Vieira;Centro-Oeste;Mato Grosso do Sul;Camera Canon;16;3172,2;19944,31
3,479786;-70,400633;20/02/2025;;82457726000112;Comercio Internacional SA;Norte;Roraima;Impressora HP;17;547,94;3525,14
-10,87512;-39,463534;22/10/2025;;20736385000167;Importadora Tecnologia;Nordeste;Alagoas;Carregador Portatil;19;140,32;1110,62
-4,071026;-36,060305;09/03/2024;84491015813;;Srta. Alicia Duarte;Nordeste;Paraiba;Pendrive SanDisk;18;40,57;281,53
-15,078184;-59,296512;08/07/2025;09719590807;;Andre Costa;Centro-Oeste;Distrito Federal;Teclado Mecanico Logitech;12;356,3;1401,49
-14,439368;-42,142644;25/10/2024;29723480018;;Sr. Joao Pedro Albuquerque;Sudeste;Rio de Janeiro;Smartphone Samsung Galaxy;4;1933,37;3320,7
-17,919399;-40,70746;21/02/2024;13712945000;;Srta. Nicole Oliveira;Nordeste;Alagoas;Impressora HP;19;529,0;3604,45
-28,675056;-52,950606;24/12/2025;;72724102000160;Solucoes Corporativas;Sul;Santa Catarina;Teclado Mecanico Logitech;14;279,4;1212,43
-18,547977;-56,587488;21/06/2025;24843666637;;Sr. Arthur Camargo;Centro-Oeste;Mato Grosso do Sul;Roteador TP-Link;12;89,65;382,74
-31,479114;-51,865106;24/04/2024;79273379800;;Alana das Neves;Sul;Rio Grande do Sul;Cabo HDMI;19;42,36;302,15
-15,544824;-46,394045;04/12/2025;;62494458000100;Comercio Equipamentos SA;Sudeste;Rio de Janeiro;Mouse sem fio Microsoft;5;84,14;129,17
-16,033006;-45,545502;21/01/2024;58230520909;;Joao Gabriel Peixoto;Nordeste;Rio Grande do Norte;Estabilizador SMS;2;109,42;71,61
-8,088299;-58,371154;16/09/2024;;21158654000118;Distribuidora Componentes;Centro-Oeste;Mato Grosso do Sul;Notebook Dell Inspiron;1;3188,04;1115,0
-16,202495;-50,018265;22/11/2024;74212011301;;Fernanda Andrade;Centro-Oeste;Goias;Smart TV LG;1;1868,13;883,75
1,474635;-56,426892;09/04/2024;72257374819;;Lunna Farias;Norte;Amazonas;Mesa para Computador;18;467,66;3561,28
-17,775755;-39,808853;06/12/2025;27731749509;;Dr. Carlos Eduardo da Conceicao;Sudeste;Minas Gerais;Tablet Apple iPad;17;2608,93;13647,33
0,367617;-52,193976;23/03/2024;;51931942000124;Industria Nacional Tecnologia;Norte;Roraima;Monitor Acer;6;957,69;1763,61
-20,654491;-46,276933;20/05/2025;;73879838000170;Industria Eletronica Brasil;Sudeste;Minas Gerais;Tablet Apple iPad;7;3301,73;9356,42
-13,376635;-42,530645;09/04/2025;;19663465000150;Global Distribuidora;Nordeste;Sergipe;HD Externo Seagate;19;382,52;2829,46
-12,112642;-38,203124;16/01/2025;;28432535000150;Importadora Tecnologia;Nordeste;Bahia;Tablet Apple iPad;19;2838,04;23125,42
-16,569327;-49,399547;02/09/2024;57326936617;;Maria Sophia da Mota;Centro-Oeste;Distrito Federal;Camera Canon;18;2353,81;16471,07
-19,5275;-54,412077;23/01/2025;;43327379000151;Industria Nacional Tecnologia;Centro-Oeste;Goias;Mesa para Computador;20;292,55;2332,93
1,973549;-65,280433;26/04/2024;;69909066000103;Atacadista Informatica;Norte;Acre;Notebook Dell Inspiron;14;2884,26;18660,54
-22,095475;-50,401362;16/09/2025;;85543940000180;Inovacao Digital SA;Sul;Rio Grande do Sul;Webcam Logitech;20;352,54;3501,93
-33,565539;-48,516213;24/09/2025;14191159283;;Sr. Vinicius Moraes;Sul;Rio Grande do Sul;Monitor Acer;6;858,41;1981,35
-15,915306;-42,635396;03/03/2024;93286465372;;Isabella Duarte;Sudeste;Minas Gerais;Smartphone Samsung Galaxy;7;2348,7;6328,67
1,11258;-59,466018;26/11/2024;;24712058000126;Comercio Equipamentos SA;Norte;Amazonas;Roteador TP-Link;18;122,39;745,89
-23,950072;-42,994277;27/11/2025;;28610650000178;Comercio Equipamentos SA;Sudeste;Sao Paulo;Impressora HP;12;611,07;2403,67
-10,19359;-40,687765;07/08/2025;;12472557000104;Comercio Eletronico Brasil;Nordeste;Alagoas;HD Externo Seagate;18;485,95;3103,72
-22,182914;-48,4396;22/06/2024;;32521692000100;Distribuidora Componentes;Centro-Oeste;Mato Grosso;Mesa para Computador;6;487,16;1166,97
2,508114;-53,603973;02/09/2024;94971953035;;Sra. Hellena Campos;Norte;Amazonas;Roteador TP-Link;17;108,28;837,96
-11,476696;-51,679752;04/12/2024;;44889913000186;Tech Solutions LTDA;Centro-Oeste;Mato Grosso do Sul;Roteador TP-Link;4;118,14;190,23
-13,279009;-59,098472;27/09/2024;;36107602000190;Comercio Equipamentos SA;Centro-Oeste;Mato Grosso;Teclado Mecanico Logitech;4;427,53;732,64
-27,645749;-56,609508;25/01/2025;;84023984000116;Industria Eletronica Brasil;Sul;Rio Grande do Sul;HD Externo Seagate;3;504,21;624,62
2,747879;-57,271768;02/12/2024;;58635556000134;Comercio Equipamentos SA;Norte;Rondonia;Impressora HP;1;775,58;373,09
-20,666602;-46,281783;27/12/2024;01548517100;;Guilherme Fogaca;Sudeste;Rio de Janeiro;Tablet Apple iPad;17;3792,69;20010,96
3,381511;-65,148201;21/09/2025;49179289070;;Dr. Valentim da Cruz;Norte;Acre;Mesa para Computador;10;559,31;1971,33
1,210466;-56,479192;09/03/2025;;06881906000149;Solucoes Corporativas;Norte;Amapa;Cadeira Gamer;12;641,77;3653,43
-24,090232;-39,913987;23/03/2024;98351582409;;Andre Andrade;Sudeste;Rio de Janeiro;Camera Canon;4;2990,37;5390,83
3,669287;-51,659686;07/07/2024;;46491066000122;Empresa Brasileira Tecnologia;Norte;Roraima;Tablet Apple iPad;15;3040,9;16977,83
-4,197386;-71,144183;13/09/2025;;60505316000167;Empresa Brasileira Tecnologia;Norte;Rondonia;Fone de Ouvido JBL;7;125,91;436,69
-21,734739;-42,309528;06/06/2025;;33106640000130;Industria Eletronica Brasil;Sudeste;Minas Gerais;Impressora HP;13;885,21;3522,65
0,290802;-52,137565;07/07/2025;26049382271;;Isabella da Mata;Norte;Acre;Camera Canon;3;3169,32;3925,89
-19,032299;-54,607206;24/08/2025;78320492190;;Pedro Camargo;Centro-Oeste;Distrito Federal;Mouse sem fio Microsoft;17;80,94;681,4
-23,647567;-53,612753;20/04/2024;;61162322000121;Suprimentos Digitais LTDA;Sul;Santa Catarina;Smartphone Samsung Galaxy;10;2283,2;10035,97
-20,46405;-45,00608;26/10/2025;;71078416000170;Importadora Tecnologia;Sudeste;Sao Paulo;Monitor Acer;11;1044,54;3633,07
-2,041438;-53,770615;20/06/2024;;13207515000109;Distribuidora Componentes;Norte;Amapa;Estabilizador SMS;3;101,66;113,31
0,291772;-55,904337;23/04/2024;;28909564000160;Comercio Equipamentos SA;Norte;Amapa;Tablet Apple iPad;12;3372,22;20066,22
-30,026426;-56,383933;04/10/2024;19827385100;;Henry Machado;Sul;Parana;Webcam Logitech;11;314,43;1507,52
-22,578164;-50,736683;04/06/2024;64585381708;;Emilly da Rosa;Sul;Rio Grande do Sul;Roteador TP-Link;11;159,08;675,52
-8,611449;-39,587417;27/01/2025;;19524681000115;Global Distribuidora;Nordeste;Rio Grande do Norte;Impressora HP;5;557,76;1075,71
-12,505922;-60,110577;23/06/2025;19958305852;;Isabela Araujo;Centro-Oeste;Distrito Federal;Mouse sem fio Microsoft;14;58,49;261,25
-15,242405;-37,314079;04/05/2025;;29293704000181;Comercio Internacional SA;Nordeste;Piaui;Cadeira Gamer;6;1171,9;2961,64
-16,898627;-50,883555;04/01/2024;71632238110;;Ísis Nunes;Sudeste;Rio de Janeiro;Notebook Dell Inspiron;19;2874,46;21910,82
-2,420932;-37,197945;12/09/2024;;90220315000137;Solucoes Corporativas;Nordeste;Pernambuco;Fone de Ouvido JBL;18;93,82;685,07
-32,778686;-48,81382;15/03/2025;23696400653;;Ísis Sales;Sul;Rio Grande do Sul;Mouse sem fio Microsoft;18;105,39;879,73
-33,621154;-49,37736;19/10/2025;06804704339;;Daniel Oliveira;Sul;Rio Grande do Sul;Fone de Ouvido JBL;12;182,57;813,95
-2,546378;-44,933577;04/09/2024;17125862462;;Dr. Gael Henrique Vieira;Nordeste;Rio Grande do Norte;Notebook Dell Inspiron;17;3167,97;18703,38
-14,327331;-47,488472;23/11/2024;;15529904000186;Comercio Internacional SA;Sudeste;Minas Gerais;Carregador Portatil;13;168,04;1002,7
-3,171271;-42,535134;08/02/2024;;25213943000123;Importadora Tecnologia;Nordeste;Ceara;Camera Canon;1;2857,72;985,45
-2,207189;-40,529136;26/01/2025;;51150116000148;Suprimentos Tecnicos LTDA;Nordeste;Paraiba;Tablet Apple iPad;13;3079,19;17827,61
1,025735;-67,861332;07/06/2025;;47028016000176;Empresa Brasileira Tecnologia;Norte;Tocantins;Carregador Portatil;10;92,49;339,94
-12,046553;-55,453369;22/10/2025;;82255517000196;Global Distribuidora;Centro-Oeste;Mato Grosso;Mouse sem fio Microsoft;9;82,0;327,34
-24,651173;-52,469199;16/02/2024;;54241588000102;Solucoes Corporativas;Sul;Parana;Mesa para Computador;11;274,65;1173,98
-11,518151;-46,706755;30/04/2025;;43708420000130;Atacadista Informatica;Nordeste;Piaui;Roteador TP-Link;18;92,25;629,41
-3,764092;-43,101496;27/08/2024;63892730610;;Leandro Silva;Nordeste;Pernambuco;Cabo HDMI;5;39,8;75,04
-23,676306;-56,627368;03/02/2025;;24580127000195;Industria Nacional Tecnologia;Sul;Santa Catarina;Pendrive SanDisk;16;98,27;743,92
-1,547753;-50,190668;28/10/2024;;77200907000129;Distribuidora Nacional;Norte;Acre;Fone de Ouvido JBL;14;113,89;493,48
-15,097658;-45,67092;19/08/2024;;17794991000124;Industria Eletronica Brasil;Sudeste;Minas Gerais;Mesa para Computador;12;563,2;2656,63
3,372606;-64,671168;09/02/2024;;82355027000161;Suprimentos Tecnicos LTDA;Norte;Roraima;Fone de Ouvido JBL;2;89,54;83,01
-18,010272;-49,346502;04/12/2024;80259558427;;Cecilia da Paz;Sudeste;Espirito Santo;Caixa de Som Bluetooth;3;117,56;112,49
-32,797342;-57,858725;02/07/2024;46968819465;;Marcos Vinicius das Neves;Sul;Rio Grande do Sul;Roteador TP-Link;20;206,77;1864,04
-10,102403;-58,769235;30/05/2025;;91560968000128;Tecnologia Avancada LTDA;Centro-Oeste;Mato Grosso;Camera Canon;11;1647,95;7540,35
-2,458643;-61,806099;02/04/2025;;83272057000177;Empresa Brasileira Tecnologia;Norte;Rondonia;HD Externo Seagate;8;312,77;1079,83
-12,891201;-55,628965;15/01/2024;;86405257000149;Comercio Eletronico Brasil;Centro-Oeste;Mato Grosso;Mouse sem fio Microsoft;1;107,46;40,78
-22,14816;-48,216208;07/11/2024;;05678953000127;Empresa Brasileira Tecnologia;Centro-Oeste;Mato Grosso do Sul;Teclado Mecanico Logitech;10;282,88;1027,72
2,750645;-58,811546;07/06/2024;;07762365000100;Inovacao Digital SA;Norte;Rondonia;Roteador TP-Link;13;194,41;793,17
-10,315182;-59,342943;25/01/2024;52379793190;;Yasmin da Rocha;Centro-Oeste;Mato Grosso;Pendrive SanDisk;3;40,65;47,98
-1,688037;-40,741538;02/08/2024;76991122106;;Enzo Cassiano;Nordeste;Maranhao;Cadeira Gamer;18;569,26;3675,32
-0,333326;-51,662532;07/05/2024;;68696786000167;Industria Eletronica Brasil;Norte;Roraima;Roteador TP-Link;1;152,53;56,22
-21,952802;-47,770577;27/05/2024;65240953830;;Yasmin Nascimento;Centro-Oeste;Mato Grosso;Teclado Mecanico Logitech;10;373,38;1181,72
-6,493835;-38,635928;15/10/2025;56266220717;;Sr. Josue da Costa;Nordeste;Piaui;Webcam Logitech;8;344,12;1019,32
2,903234;-66,303812;24/04/2024;53885453266;;Ana Laura Farias;Norte;Tocantins;Cabo HDMI;18;55,72;460,65
-27,834597;-57,408576;08/09/2024;;60297777000191;Suprimentos Tecnicos LTDA;Sul;Parana;Monitor Acer;14;1069,36;7380,06
-29,329175;-51,381122;19/10/2025;;21313851000164;Comercio Varejo SA;Sul;Santa Catarina;Impressora HP;8;679,64;2252,14
-1,036154;-70,48634;22/01/2024;;61855732000158;Importadora Tecnologia;Norte;Acre;Monitor Acer;7;775,79;2374,61
2,520268;-71,579003;29/10/2024;29110460306;;Jose Miguel Oliveira;Norte;Rondonia;Smartphone Samsung Galaxy;12;1848,69;9275,47
3,398599;-62,223103;19/02/2025;;33357774000123;Comercio Equipamentos SA;Norte;Rondonia;Mouse sem fio Microsoft;16;114,52;629,15
1,358225;-69,630525;02/05/2024;65487169225;;Sr. Enzo da Cruz;Norte;Roraima;Impressora HP;8;840,44;2115,9
-23,850162;-51,955014;15/07/2024;57084586903;;Maria Cecilia Ferreira;Sul;Santa Catarina;Pendrive SanDisk;14;56,13;349,82
-20,101578;-41,528483;17/03/2025;14452210201;;Dr. Luiz Fernando Viana;Sudeste;Sao Paulo;Mesa para Computador;9;245,61;855,49
-17,889484;-46,941544;05/08/2025;04615549172;;Maria Eduarda Farias;Nordeste;Piaui;Mouse sem fio Microsoft;15;68,94;453,41
-22,461872;-48,718779;08/07/2024;71126703222;;Lucas Fernandes;Sul;Santa Catarina;Notebook Dell Inspiron;18;3417,99;23296,59
-23,333204;-48,916124;01/11/2024;;82931854000156;Importadora Tecnologia;Centro-Oeste;Distrito Federal;Impressora HP;5;727,0;1556,89
4,258344;-71,092088;16/05/2024;84407782790;;Gustavo Henrique Macedo;Norte;Para;Camera Canon;2;2169,49;1589,32
-10,93146;-40,210615;31/10/2025;;11088571000146;Suprimentos Tecnicos LTDA;Nordeste;Sergipe;Fone de Ouvido JBL;18;242,88;1450,11
-24,704069;-53,913088;15/01/2025;10821142003;;Cauê Marques;Sul;Parana;Smart TV LG;17;2535,22;19960,17
-21,169537;-46,078863;12/12/2024;;07197875000174;Atacadista Informatica;Centro-Oeste;Mato Grosso;Smartphone Samsung Galaxy;14;2381,54;11007,04
-4,532099;-69,586354;19/11/2024;32440135380;;Aylla Goncalves;Norte;Para;Carregador Portatil;2;176,66;161,41
-28,365475;-54,523596;02/10/2025;26818196012;;Levi Campos;Sul;Parana;Impressora HP;20;610,99;5401,29
-15,800003;-60,337911;07/04/2024;;46516086000100;Varejo Digital LTDA;Centro-Oeste;Distrito Federal;Carregador Portatil;16;169,81;926,51
-21,002367;-39,624691;22/06/2025;;15019260000186;Tech Solutions LTDA;Sudeste;Sao Paulo;Camera Canon;20;2463,71;21961,05
-24,522694;-41,975159;29/03/2024;74719143946;;Ana Liz Moreira;Sudeste;Espirito Santo;Smart TV LG;1;2378,89;843,28
-1,087021;-40,690669;19/02/2024;44252192951;;Helena da Mota;Nordeste;Alagoas;Mesa para Computador;15;562,24;3204,9
-9,691188;-41,574402;16/09/2025;;21621724000122;Suprimentos Digitais LTDA;Nordeste;Maranhao;Fone de Ouvido JBL;15;238,11;1661,92
-4,47123;-41,109468;02/11/2024;;36449691000152;Empresa Brasileira Tecnologia;Nordeste;Piaui;Mouse sem fio Microsoft;8;72,0;193,56
-15,396091;-54,543412;06/11/2025;17121117878;;Mirella Fonseca;Centro-Oeste;Goias;Monitor Acer;6;1043,29;3006,89
-28,50041;-56,406863;04/03/2025;19798234308;;Rodrigo Cavalcanti;Sul;Parana;Estabilizador SMS;2;160,61;125,19
-22,710221;-50,842402;15/01/2025;;40599520000187;Suprimentos Digitais LTDA;Sudeste;Minas Gerais;Notebook Dell Inspiron;8;3419,32;12647,21
-10,961286;-46,646143;12/07/2024;;40043569000159;Inovacao Digital SA;Centro-Oeste;Mato Grosso do Sul;Mesa para Computador;12;435,19;2313,23
-12,347397;-48,12662;04/09/2024;05116206327;;Vicente Nogueira;Centro-Oeste;Goias;Caixa de Som Bluetooth;15;289,12;1725,73
-2,142197;-64,600011;15/11/2024;;32554197000105;Comercio Internacional SA;Norte;Tocantins;Cadeira Gamer;11;984,64;4841,1
-10,111701;-44,662991;19/08/2025;;16921652000107;Suprimentos Tecnicos LTDA;Nordeste;Rio Grande do Norte;Teclado Mecanico Logitech;2;269,77;245,19
-23,174263;-43,450189;17/09/2025;15101525634;;Alexia Peixoto;Sudeste;Minas Gerais;Mouse sem fio Microsoft;12;97,21;464,55
-21,575254;-44,790008;23/09/2025;92113207478;;Rodrigo Dias;Sudeste;Espirito Santo;Mouse sem fio Microsoft;9;103,29;291,02
-1,945863;-38,570257;31/07/2025;;13504229000105;Importadora Produtos Eletronicos;Nordeste;Rio Grande do Norte;Monitor Acer;11;1066,67;5485,22
-12,068415;-49,483984;23/12/2024;;94159708000133;Atacadista Informatica;Centro-Oeste;Distrito Federal;Mesa para Computador;15;531,76;3185,0
-12,12432;-47,941122;04/05/2024;;95817771000182;Empresa Brasileira Tecnologia;Centro-Oeste;Mato Grosso;Roteador TP-Link;5;181,87;329,21
-15,43633;-43,056408;16/06/2025;21284438228;;Dra. Eduarda Macedo;Sudeste;Sao Paulo;Pendrive SanDisk;14;40,91;201,03
-9,130527;-38,927274;01/01/2024;;92872572000189;Industria Nacional Tecnologia;Nordeste;Paraiba;Pendrive SanDisk;2;78,64;59,57
-22,061088;-55,284679;13/01/2024;;22174436000130;Global Distribuidora;Sul;Rio Grande do Sul;Mesa para Computador;12;520,77;2058,2
-12,953302;-47,567612;23/03/2025;80969886543;;Maria Julia Vieira;Centro-Oeste;Mato Grosso;Tablet Apple iPad;5;2624,49;5410,59
-0,208899;-53,527782;19/09/2025;;99918666000190;Industria Eletronica Brasil;Norte;Amazonas;Caixa de Som Bluetooth;18;282,35;1909,81
-2,45686;-40,808373;17/10/2024;;85612236000131;Global Distribuidora;Nordeste;Ceara;Mouse sem fio Microsoft;18;114,73;891,09
1,750476;-72,499333;22/05/2025;90519534026;;Vitor Hugo Araujo;Norte;Amapa;Fone de Ouvido JBL;7;169,48;437,09
-8,897726;-50,162914;07/05/2025;;54036232000129;Inovacao Digital SA;Centro-Oeste;Mato Grosso;Mesa para Computador;13;521,11;2198,08
1,987021;-60,717716;23/12/2025;;64487054000106;Atacadista Informatica;Norte;Amazonas;Cadeira Gamer;18;934,48;7742,37
-17,072155;-49,773083;04/09/2025;74631726350;;Lucas Gabriel Albuquerque;Sudeste;Minas Gerais;Smartphone Samsung Galaxy;4;2293,41;2791,06
-3,769291;-67,102844;04/02/2024;36068157270;;Ana Cecilia Nascimento;Norte;Amazonas;Smart TV LG;19;2525,73;14426,59
-27,326806;-57,175127;02/11/2025;;28268518000120;Distribuidora Nacional;Sul;Rio Grande do Sul;Caixa de Som Bluetooth;18;220,1;1392,41
-13,282978;-39,99893;07/09/2025;63271224188;;Matheus Monteiro;Nordeste;Piaui;Teclado Mecanico Logitech;6;424,1;943,05
-3,445697;-50,835876;17/05/2025;;35815913000140;Comercio Eletronico Brasil;Norte;Amapa;Estabilizador SMS;1;100,32;32,65
-23,680155;-49,130509;15/03/2024;;44564448000103;Empresa Brasileira Tecnologia;Sul;Rio Grande do Sul;Monitor Acer;18;989,25;5756,97
-15,546945;-42,217999;16/12/2025;67482890254;;Ayla Jesus;Nordeste;Maranhao;Impressora HP;2;694,63;512,54
-15,049136;-54,651104;26/04/2024;;06366955000143;Distribuidora Nacional;Centro-Oeste;Mato Grosso do Sul;Notebook Dell Inspiron;2;3226,16;2780,17
-18,672693;-54,095554;14/05/2025;18470000292;;Dante Nogueira;Centro-Oeste;Goias;HD Externo Seagate;9;410,98;1404,73
3,681059;-67,700752;02/08/2025;88608012812;;Joana Cunha;Norte;Acre;Mesa para Computador;1;432,28;145,56
-14,490214;-35,10602;03/12/2025;61454450177;;Bella Duarte;Nordeste;Sergipe;Notebook Dell Inspiron;10;3278,31;14694,16
-25,39072;-50,81416;27/12/2024;76568470902;;Sra. Eloa Mendes;Sul;Parana;Tablet Apple iPad;18;3622,85;28984,11
-24,137502;-48,040097;20/01/2024;66809925244;;Maria Julia Rios;Sudeste;Sao Paulo;Webcam Logitech;8;317,93;1143,83
-11,109165;-47,410565;08/05/2024;67180747807;;Emilly da Luz;Centro-Oeste;Distrito Federal;Teclado Mecanico Logitech;18;398,31;2473,79
-9,829295;-54,609067;03/05/2024;99616275046;;Cecilia da Conceicao;Centro-Oeste;Goias;Pendrive SanDisk;3;92,32;116,14
-11,780094;-53,724295;14/01/2025;28368163765;;Ayla Santos;Centro-Oeste;Mato Grosso do Sul;Mouse sem fio Microsoft;12;92,58;522,82
-6,584465;-42,868847;24/07/2025;;94398588000127;Varejo Digital LTDA;Nordeste;Pernambuco;Notebook Dell Inspiron;5;2872,56;5746,55
-24,164334;-40,207276;15/06/2024;;84915106000105;Distribuidora Nacional;Sudeste;Minas Gerais;Cabo HDMI;16;59,42;333,82
-16,009373;-38,862273;22/03/2024;15222376583;;Dr. Antônio Machado;Nordeste;Maranhao;Mouse sem fio Microsoft;6;52,24;99,67
-19,465859;-49,568413;10/08/2024;;90789523000151;Suprimentos Digitais LTDA;Sudeste;Rio de Janeiro;Cadeira Gamer;15;1104,34;5831,02
-27,644797;-51,732198;18/01/2025;64060280151;;Murilo Peixoto;Sul;Parana;Tablet Apple iPad;2;2960,99;2144,16
-22,323618;-39,370606;03/02/2025;33085512098;;Pietro Porto;Sudeste;Espirito Santo;Cabo HDMI;5;32,28;77,49
-5,893961;-44,239033;10/07/2025;68611969910;;Thiago Ribeiro;Nordeste;Pernambuco;Webcam Logitech;12;346,11;2065,43
-0,011241;-66,747566;15/05/2025;;89570401000190;Global Distribuidora;Norte;Tocantins;Camera Canon;10;2910,83;11663,9
